id,name,from_node_id,to_node_id,length,lanes,dir_flag,free_speed,capacity,link_type,link_type_name,geometry,allowed_uses,from_biway,is_link
1500118,bus_access_link,1500118,2804,0.011835895169727068,1,0,2.72727,0,-1,,"LINESTRING (-79.971771 37.29662099999999, -79.97158 37.2967)",t,-1,True
1500119,bus_access_link,1500119,5682,0.0949925723654312,1,0,2.72727,0,-1,,"LINESTRING (-79.98667400000001 37.30929, -79.98797999999999 37.31019)",t,-1,True
1500120,bus_access_link,1500120,5682,0.006586797618748502,1,0,2.72727,0,-1,,"LINESTRING (-79.98793400000001 37.31010199999999, -79.98797999999999 37.31019)",t,-1,True
1500121,bus_access_link,1500121,5682,0.22613566969482735,1,0,2.72727,0,-1,,"LINESTRING (-79.984742 37.308172, -79.98797999999999 37.31019)",t,-1,True
1500122,bus_access_link,1500122,2628,0.05949342752626309,1,0,2.72727,0,-1,,"LINESTRING (-79.98016700000001 37.30544399999999, -79.97951 37.30476)",t,-1,True
1500123,bus_access_link,1500123,3298,0.011886241857830486,1,0,2.72727,0,-1,,"LINESTRING (-79.954677 37.28204899999999, -79.9547 37.28222)",t,-1,True
1500124,bus_access_link,1500124,5673,0.06832971470455818,1,0,2.72727,0,-1,,"LINESTRING (-79.95165 37.281653, -79.95041000000001 37.28159)",t,-1,True
1500125,bus_access_link,1500125,3538,0.015363327988030018,1,0,2.72727,0,-1,,"LINESTRING (-79.946557 37.28119, -79.94634000000001 37.28133)",t,-1,True
1500126,bus_access_link,1500126,5671,0.08163612988582211,1,0,2.72727,0,-1,,"LINESTRING (-79.948773 37.281679, -79.95016 37.2821)",t,-1,True
1500127,bus_access_link,1500127,2435,0.0021665077392076476,1,0,2.72727,0,-1,,"LINESTRING (-79.99019200000001 37.308576, -79.99017000000001 37.30855)",t,-1,True
1500128,bus_access_link,1500128,3356,0.017127544262795277,1,0,2.72727,0,-1,,"LINESTRING (-79.952946 37.286848, -79.95269999999999 37.287)",t,-1,True
1500129,bus_access_link,1500129,3250,0.07465611522479676,1,0,2.72727,0,-1,,"LINESTRING (-79.95611000000001 37.287343, -79.95573 37.28838)",t,-1,True
1500130,bus_access_link,1500130,3201,0.09462904078581054,1,0,2.72727,0,-1,,"LINESTRING (-79.95816500000001 37.289354, -79.95761 37.29065)",t,-1,True
1500131,bus_access_link,1500131,3100,0.08703074124683399,1,0,2.72727,0,-1,,"LINESTRING (-79.96182900000001 37.29054499999999, -79.96133 37.29174)",t,-1,True
1500132,bus_access_link,1500132,3478,0.028286607299878915,1,0,2.72727,0,-1,,"LINESTRING (-79.948992 37.272231, -79.94849000000001 37.27232)",t,-1,True
1500133,bus_access_link,1500133,3483,0.013173330917128386,1,0,2.72727,0,-1,,"LINESTRING (-79.94828100000001 37.27677, -79.9483 37.27658)",t,-1,True
1500134,bus_access_link,1500134,89,0.03608287732141615,1,0,2.72727,0,-1,,"LINESTRING (-79.94712 37.272586, -79.94654 37.27283)",t,-1,True
1500135,bus_access_link,1500135,4567,0.08331880352408315,1,0,2.72727,0,-1,,"LINESTRING (-79.909296 37.280465, -79.90934 37.27926)",t,-1,True
1500136,bus_access_link,1500136,4556,0.03654733634589076,1,0,2.72727,0,-1,,"LINESTRING (-79.910308 37.29093099999999, -79.9098 37.29059)",t,-1,True
1500137,bus_access_link,1500137,4913,0.21416786868941554,1,0,2.72727,0,-1,,"LINESTRING (-79.89118000000001 37.309448, -79.88921999999999 37.30677)",t,-1,True
